Names,ARE.R,AUS.R,AUT.R,AZE.R,BFL.R,BFR.R,BGR.R,BHR.R,CAN.R,CHL.R,CZE.R,DEU.R,DNK.R,ENG.R,ESP.R,FIN.R,FRA.R,GEO.R,HKG.R,HUN.R,IRL.R,IRN.R,ISR.R,ITA.R,KAZ.R,LTU.R,LVA.R,MAC.R,MAR.R,MLT.R,NIR.R,NLD.R,NOR.R,NZL.R,OMN.R,POL.R,PRT.R,QAT.R,RUS.R,SAU.R,SGP.R,SVK.R,SVN.R,SWE.R,TTO.R,TWN.R,USA.R,ARE.E,CAN.E,DNK.E,GEO.E,IRL.E,ISR.E,ITA.E,NOR.E,PRT.E,SGP.E,SVN.E,SWE.E,TWN.E,USA.E,EGY.L,IRN.L,KWT.L,MAR.L,ZAF.L
Mean Diff,-29.8284273104314,-21.5467227438611,-5.9198939291635,-13.2400892453189,-9.92828097613144,-11.3056644473959,-15.5974097974013,-43.4216151111677,-11.5891521072703,-14.4449946865195,-10.3021163662214,-11.369120143235,-13.2369447120773,-14.874332459406,-8.40407081515109,-21.7061486320497,-7.85874861498119,-19.2548604825319,-9.01856738377094,-12.8161410531052,-11.800877986145,-43.683114597804,-13.3068352385392,-7.36176179378281,-11.2750908462561,-20.2308887603987,-16.8097522776092,-0.936547015907468,-22.0693039547339,-20.6589212782355,-18.2260973192596,-10.4962641446131,-21.247843217382,-21.7229601033931,-46.4891058911355,-17.7688549249784,-1.43355260419016,-35.937494418722,-14.5169087527264,-65.3946893971889,-17.3715584306051,-9.14502594480039,-18.6210907129715,-15.4257449827411,-22.3278946603019,-7.52020081497558,-7.98235698514195,-28.656547999409,-7.94605533878002,-4.12750331074742,-15.1354842987381,-11.0982619736732,-11.1430603906311,-2.46228341357241,-18.1044335511087,-2.70823402205122,-21.0637935952738,-13.7627879397937,-14.5402191695192,-9.35773942051519,-5.91385184884714,-37.3725145559924,-47.8806164582389,-33.5179073200763,-33.1565761407746,-52.1067815277774
Median Diff,-27.5597479505118,-17.7542533055404,-3.40788412321435,-11.6007495429452,-8.76889209555081,-9.6108409066916,-15.1638232152366,-42.4527552090877,-11.9027594683114,-13.8794803325855,-7.08578267573614,-8.82252079743514,-15.5446879460762,-15.0672508751627,-7.40052267999649,-20.8505191953482,-6.68072928412266,-20.431889867937,-6.6257688517577,-8.51118103608542,-13.8932672892931,-45.9824199550191,-6.06112832300973,-5.5683931836802,-10.8667792637727,-18.9854924505092,-17.7707637741469,-0.808497556516659,-29.3733056608749,-23.2280728046331,-16.7915013500559,-8.58039709649661,-19.3927803925591,-18.2116688430474,-46.5915967259185,-18.3379725684179,-0.60326596137968,-35.9097600927294,-14.6041840590437,-66.2601073481395,-16.2288585880177,-6.85482858572552,-16.9725345564313,-13.8064975852062,-20.8066632116562,-5.60673277030444,-5.19716394892032,-26.9642699630908,-5.56192005875271,-4.78999698965915,-13.9106947882562,-9.72975739126416,-5.47302361606842,-3.01557604008497,-16.0206646363798,0.318300428901603,-19.4648834212614,-12.6664688057205,-12.8263010767377,-4.91737310311441,-3.68340949414444,-41.0369753673595,-46.8736897181446,-33.1344639965263,-37.5291464116573,-56.9675955421811
d,-0.272328571245629,-0.259811703335234,-0.0906518347346219,-0.155346420813793,-0.164487027245325,-0.165420354768459,-0.183757711479846,-0.453815596850312,-0.153424014233211,-0.1849437654459,-0.151954907766218,-0.146150636456209,-0.195913196020324,-0.188899500221013,-0.129480637575231,-0.327840670387176,-0.113381289883319,-0.246835728044984,-0.141992990244236,-0.17230784330475,-0.160438641227508,-0.434057145463243,-0.148837379961517,-0.113544237514401,-0.180585317412175,-0.296567964056037,-0.271886402224603,-0.0141874735348485,-0.208173474902742,-0.230751402019793,-0.227933223021462,-0.17617036555204,-0.329009590171749,-0.241107163510997,-0.449747470976188,-0.248534644193029,-0.021935567713541,-0.330668758930459,-0.220249569228904,-0.712597437020908,-0.217672282787207,-0.112934816606732,-0.261200167651551,-0.231656363385228,-0.239252618448095,-0.117036669561885,-0.102857932762863,-0.285761107314363,-0.107070539297519,-0.0624273638115296,-0.207898727106956,-0.157694804331953,-0.135949053478142,-0.0398893114707178,-0.289862576950941,-0.0428023916678496,-0.272722283609428,-0.204238629205863,-0.224859262299956,-0.141936427781685,-0.0800882447182523,-0.305961076905531,-0.441572723987868,-0.322227888330396,-0.315180490564515,-0.505272263280336
U3,0.416987938391867,0.410872714902377,0.477283395657094,0.441695617868588,0.443081216877513,0.446925705027521,0.42311522055146,0.353116775755894,0.438273103968258,0.432520014478622,0.457775079871478,0.448944248090099,0.407013287760294,0.424881964961122,0.455819127950759,0.368619299075028,0.46055618963926,0.39247356091998,0.454597380245829,0.453466908604573,0.417963551744042,0.338468545107577,0.471102087684562,0.462467228159609,0.425191127571188,0.383353223878759,0.388214310851317,0.49402724777584,0.401549606793538,0.406776449166098,0.413651395678682,0.440008302955103,0.377323322382022,0.411512861979488,0.346233991459944,0.401305689510683,0.497005540778689,0.386967322670613,0.407100864512155,0.257618927118454,0.418698497652712,0.460833727182749,0.410027979608375,0.416246127751331,0.419576237208501,0.462166953867239,0.473011151255724,0.40684553787267,0.463470177401654,0.47330776696005,0.431201373504057,0.443590182992722,0.472256035622772,0.481642034326149,0.394380847678311,0.502697844057624,0.396439798156534,0.426131273651137,0.414563845849841,0.469753072161253,0.479646540950622,0.383927293031075,0.319823691445782,0.387455566786943,0.377141331552539,0.300346150291618
PS,0.428300746223348,0.430654680518401,0.478031762227003,0.455215287590703,0.457220496913929,0.454950938574372,0.447220503581176,0.379217846675976,0.455280603149357,0.449140615685109,0.462312368067872,0.458934468712894,0.440001111404354,0.44533102756575,0.466607135419923,0.408012798118338,0.469376615326911,0.428918957418766,0.46435173692698,0.453890730239223,0.451662984978877,0.377456224832731,0.466504191056314,0.472071025932913,0.449763752073822,0.415828175972243,0.4220716638571,0.496598584603594,0.438909461882947,0.43375606692221,0.438515692984071,0.454571890697852,0.409650569059995,0.433731011687032,0.377832382182483,0.427831642338211,0.496866903113396,0.411068259377491,0.437702299302183,0.310400270301931,0.440461785586475,0.468447978533342,0.428007248432011,0.436751456727738,0.436901366976891,0.471757992170711,0.474287470771305,0.424454273752349,0.469181537319707,0.480607647113432,0.444071233857275,0.457986394810095,0.468518989125431,0.490177177567576,0.420578259394356,0.491713856804221,0.426253209051146,0.443933758106995,0.437821163531225,0.466648896519392,0.481033580267581,0.415212043842329,0.375354911818862,0.414166183183771,0.410803615224813,0.354872453356766
SDR,1.13608182376768,1.08421729473369,1.0537630028896,1.01962282834573,1.03604510773738,1.0484526764666,1.01257462698234,1.22501656417476,1.00785553125106,1.04623358185681,1.08886413162844,1.03248050666383,0.98501328556105,1.02529909082661,1.06146192976393,1.06435439202726,1.05584900527652,1.08041025079941,1.08873012890917,0.992530793595625,1.01898111436349,1.1693060988293,1.09768656384796,1.05422509687944,1.02174706145335,1.01842253360191,1.03167612862727,0.992577426021998,1.02722891921387,1.06842130610781,1.08162772317322,1.06915409765445,1.03353038879749,1.04752698877947,1.16651466844091,1.06894162116691,1.00786143278373,1.13455168836524,1.02941428893333,1.07825755894592,1.06543905674076,1.02840641293798,1.07039005587054,1.04349432709738,1.11812409915675,1.05752842748389,1.02296319198451,1.17094213699634,1.01527244189798,0.987683407229328,1.06887168596852,1.05662757505677,1.1155437064202,1.08391846445299,1.07205904981681,1.02409231429378,1.0746829429831,1.06571408944917,1.01162580746674,1.081625423057,1.04645043533685,1.11534623313406,1.09797297943529,1.16436130190923,1.03601369762728,1.07581147488045
SDR_L,1.13575593631066,1.11932696614163,1.07806466016153,1.01574870769996,1.05861987244326,1.06295748364476,1.01830679277702,1.2211386116021,0.99995958171695,1.040403956004,1.13040814213416,1.05247615409084,0.955623616741802,1.02126905362692,1.07898817547355,1.07517586659662,1.05607974443082,1.05013048178137,1.12871134599056,1.03139189602654,1.00365445150988,1.0834802817038,1.1478133729335,1.08723631740862,1.02897892827043,1.02226349618446,1.00818713715889,1.00803345197511,0.974524580832396,1.02531126219221,1.10007645963227,1.10624746491871,1.06097879563398,1.07529994859367,1.14526384956319,1.04683776946201,1.03341487859335,1.11284084893952,1.0319669318458,1.06357396355701,1.07800290218889,1.03806952372036,1.07323850756798,1.06207188350279,1.11836718736956,1.08760523936775,1.05547854404727,1.16025585785447,1.01862834606139,0.971899319074749,1.0776483266122,1.08391099093084,1.15413302986159,1.08556495023918,1.10250292943077,1.06326625563429,1.09857004284661,1.0597194407058,1.03658414486021,1.1361744406887,1.07214483616588,1.07496819374633,1.08113062963531,1.16814938560952,0.997467728513772,1.0259021337755
SDR_R,1.13683858906484,1.04817035759963,1.02872214848268,1.02689868692843,1.01235303919415,1.03408749106383,1.00632010840558,1.22915074654238,1.01591248190168,1.05254870654573,1.04579079405388,1.01441363617633,1.01708320435459,1.03149488236549,1.04233908387344,1.05157596572128,1.05612458290531,1.11406255220794,1.04531233891802,0.955771161474349,1.03480681280595,1.28034446150204,1.04601267304371,1.0188112748501,1.01435881565191,1.01486967094148,1.05638875472633,0.976119043451426,1.08364016585731,1.11730997044126,1.06306372944136,1.03180220139881,1.00535894492881,1.02025402974394,1.18921043708524,1.09506575268389,0.981795258225043,1.1575701621643,1.02636322513068,1.09379367038011,1.05087878888117,1.02080195310126,1.06965068534036,1.02295755573114,1.11809264249678,1.02429289060511,0.989041681188534,1.18324776375337,1.01471740482623,1.00462670545153,1.05953053566592,1.02176037084859,1.07891509512033,1.08254181183539,1.04189406158967,0.985728849470562,1.04898824584357,1.07438717722848,0.984862086900396,1.02455220718456,1.01904936231549,1.15866071901362,1.12187037296075,1.16032219077017,1.07636677012876,1.12625955793616
MADR,1.24132099234786,1.06428798144039,1.04494333423743,1.05854357389216,1.03427735880518,1.05622595004118,1.00004411084545,1.31586407618972,1.02442368766298,1.10409498808308,1.08375086062965,1.00691921750461,0.99675308554422,1.03653370855296,1.04035773885025,1.06861157606246,1.11314185011917,1.1020534136202,1.03689092272067,0.995005196493169,1.00210605274997,1.34076027192603,1.08377236065955,1.01053460345541,1.06249778568452,1.05151616723986,1.06606974912494,0.969091822716671,1.07698119395868,1.12409449739256,1.09539865456053,1.06436388158694,1.02660975052562,1.0288590318409,1.24915063426155,1.12530235799263,0.99639521206451,1.20440928517434,1.0244902220008,1.15774846722198,1.04390365205352,1.061547229278,1.15253442532152,1.04315149807375,1.17262386906181,1.05592892217914,0.981853941699549,1.2752939536768,1.01529212430547,1.02532324885006,1.08350905139943,1.00203062712363,1.125052426971,1.07159125575928,1.08227633134317,1.02935671082719,1.07496176551269,1.15941045177005,0.993910254143366,1.06587435189237,1.01256251839235,1.18598328954769,1.19842797562825,1.20555062336124,1.06366065171141,1.13982334969569
MADR_L,1.29682946513548,1.13301808138321,1.10990809354625,1.11607135300396,1.02836850382148,1.11371165065833,1.0086679383068,1.33624099534093,1.00597505949074,1.12161157144121,1.16244104581121,1.06460704417573,0.956033228302414,1.0600289151373,1.03909478306819,1.07917616769913,1.15593502143271,1.05896135800428,1.08833653343778,1.11018452903567,0.935932009924199,1.35193992038264,1.19098535854826,1.01160836027942,1.05826858231139,1.06924204365968,1.04218565181181,0.960650706188927,0.997181798890296,1.08186488133757,1.10012569264827,1.09593251560187,1.05743670929157,1.11108459743663,1.26041806762657,1.13539631649096,1.0067952467661,1.20223045604831,1.00183977205043,1.15380362016408,1.05614864153576,1.10718314737793,1.21526448382289,1.07746657635117,1.18088088133001,1.05717391590739,1.03259982566273,1.31553712380557,1.07345030281944,1.03326943172974,1.10039652680972,0.980057939646794,1.25286507279631,1.05282073169238,1.13716537822795,1.10166180470867,1.06117759523949,1.17692470392559,1.01268076362266,1.16915008232605,1.04385080309569,1.12765889319623,1.24247193880722,1.17169941831857,0.995532818972268,1.0877844289345
MADR_R,1.18916900769823,1.01149616123973,1.01484704089312,1.03195585340988,1.03484338910803,1.01763333916473,0.996667061130753,1.29857022140909,1.03407097429952,1.09186614993805,1.02443972927444,0.964796096330495,1.04185748524011,1.01886703419318,1.03840519633866,1.0656622534355,1.08809892462514,1.12359543139482,0.997924390751004,0.907165432503712,1.03755387785384,1.3230245059025,0.995836554227244,1.00363637180219,1.06215665773119,1.00711131649585,1.09393555895212,0.974380132899132,1.16979237862924,1.15732567689448,1.12291053834854,1.03953241707534,1.00222060813298,0.995424469964411,1.24477871648961,1.10825692586037,0.991491968143871,1.20897490775643,1.04127968247452,1.16231399014752,1.03679131699011,1.01287583499141,1.12642971535169,1.0260281173232,1.15963029440675,1.05053618618435,0.947743298067752,1.24059264818419,0.96576195482337,1.01001533540893,1.07657526724258,1.01769129286778,1.03922179151004,1.07801460760141,1.02206301479781,0.960060554390714,1.08215342193565,1.127047564587,0.980079908547493,0.991237500919557,0.982068921768642,1.21408012871644,1.14541272142128,1.26049700328091,1.13992946160752,1.18564061390818
GMDR,1.14607866420899,1.08163891710082,1.05326891027386,1.02743873362211,1.03565132371586,1.05026378553137,1.01111793607702,1.2361655012978,1.00996896186353,1.05098663292924,1.08908522950776,1.03463983449526,0.9921624995992,1.02991006132342,1.05772976944007,1.06536916329627,1.06486352692268,1.08546846623354,1.07886573281149,0.996044706479663,1.01379222442132,1.20865057649427,1.09606038365439,1.0455211480826,1.02759490019262,1.02461967052402,1.04020425251356,0.986741502345845,1.03064507342368,1.07863757792416,1.08742971790144,1.06670429127116,1.03271617322401,1.04926607102609,1.17873897479094,1.08039242279878,1.00338089783063,1.14320027635899,1.02966826555487,1.08691881728437,1.06236310120351,1.03674046152525,1.08480032097373,1.04315954722774,1.12606135798268,1.05439160601042,1.01760869242454,1.1827522354328,1.02167128464225,0.99219814534402,1.07014699476035,1.03812456554898,1.11915420176855,1.08102646026823,1.07294458001624,1.023692245411,1.07475036200248,1.08012906328414,1.00958872217722,1.07486460762421,1.04302333022722,1.12611664382603,1.1132989339177,1.17203311128081,1.04215401808739,1.08129825768523
U3R05,2.34487769809066,1.92219912311402,1.35038892851429,1.20750265719909,1.60710935831593,1.539580650378,1.35504580681269,3.50968948790057,1.27973535301486,1.47193759560652,1.70971005377471,1.49305854505046,1.31293204418962,1.44742392152092,1.52884524578308,1.96388497047255,1.36967556812926,1.7121025557814,1.46921263051069,1.52894716944862,1.31372430183134,2.74337412976446,1.74861544241696,1.51483298058616,1.49089552495838,1.72478841266613,1.81215492194222,1.05241143566864,1.43200285184421,1.55510265026805,1.86922580843381,1.6779172620742,1.93238738818489,1.66867110644522,3.05580600221352,1.64922084630384,1.11184528636147,2.47624599882958,1.5239660825811,3.72094340712016,1.68893196227679,1.24688494851027,1.94884563170772,1.6209412010049,1.93939280104567,1.48021111079531,1.33875029669842,2.50369228947008,1.255512634321,1.07272954466976,1.70640705386166,1.4198001491371,1.63218816892028,1.41357137518821,1.90512895330747,1.29304066941115,1.94052280870262,1.56184630409552,1.55766317657249,1.60828068363888,1.43090327840559,2.34704053117071,2.33514542804986,2.62352332494826,1.93643692247936,2.93833842704409
U3R10,2.03657624127038,1.69891563178879,1.29468442712677,1.35586609535349,1.38613630595926,1.4664596571119,1.33314481690053,2.6702720446843,1.2863922741381,1.41986878089114,1.50506617786317,1.40354752709977,1.31532515593857,1.3619224438562,1.33360886128409,1.76424076918612,1.36891485131295,1.63964837332107,1.36797607097361,1.40036389131194,1.22163542046194,2.31434962350416,1.5294628641152,1.2661995491013,1.42078785779093,1.61381188495417,1.56379487121428,0.956947850530475,1.34974261652836,1.50845841912815,1.71478649766156,1.477526715361,1.80684259458572,1.57685638753444,2.5284671994689,1.65832781863773,1.05972106944942,2.04775184944587,1.46065616031624,3.00053139848507,1.47596074125871,1.24982588292843,1.78083104640729,1.46451416824255,1.6952393028638,1.28530426895475,1.21954007832557,2.04069553405187,1.27493527696746,1.03406887693918,1.58339760126425,1.25442693504417,1.61225739174744,1.20553721982343,1.83619929610494,1.15780277492041,1.6130371079458,1.69019025497277,1.35907723466415,1.34351974746501,1.21751703708106,1.90619152143718,2.0048155506203,2.02984955511591,1.83955932816473,2.50388471830387
U3R90,0.793854002929052,0.657431810336924,0.902200305145732,0.716517431960194,0.77847271063515,0.810639707939624,0.652323700902079,0.68675835039111,0.719582977504583,0.765989811107545,0.854561406693378,0.768181666560122,0.656681457057041,0.751854600236573,0.866912371464595,0.535204229665863,0.992119592125394,0.724161782273491,0.821270703911384,0.593014557914568,0.737708868540279,0.709582290661466,0.834712303024474,0.818199820451894,0.774942989303272,0.565933057721002,0.643970935834517,0.958727326289117,0.809371076224463,0.743839385943094,0.754691847394311,0.781734599437986,0.540838968598841,0.63560406994324,0.642232646501099,0.766067988630819,0.936253412886335,0.691920859308959,0.650713471035254,0.20592528717976,0.714492292982945,0.782265084330696,0.727790205660382,0.644925218223115,0.832946637010426,0.830843907282255,0.812324074927273,0.868167563897058,0.845303193389643,0.889989937776337,0.743298240013025,0.723152630973654,0.922956566100311,1.09766001775717,0.65861832108913,0.97049946675808,0.581997769381406,0.82829397939116,0.567775261531358,0.742294546252868,0.9321498358833,0.780490576260498,0.49707371318242,0.76594491357702,0.660481299231126,0.574495004485801
U3R95,0.748215725533165,0.60036068153607,0.833708189951657,0.652525763576897,0.63174574413223,0.770979558540443,0.616576774773466,0.686601240996805,0.673326780866618,0.688623554782077,0.819662974367015,0.751363408089037,0.623796146132835,0.754466927368641,0.88716043663843,0.452639500319358,0.871411704631827,0.815099118397377,0.792832740413034,0.495632805833282,0.755625075458859,0.734096858399468,0.680528075908388,0.813382992819296,0.650829561875014,0.495044044471709,0.626583047474071,0.925233676798404,0.735844777948388,0.793439053798273,0.701410772087314,0.749754320300608,0.481006140053218,0.565812687759239,0.625572675239004,0.771096482745005,0.826542821542712,0.677717027762731,0.641741154177059,0.133383620487233,0.63803106123888,0.743807488735877,0.642368041741207,0.561264108640605,0.744911668439357,0.759138715299674,0.788035889005838,0.867055781708423,0.852175605482309,0.827725732753594,0.746431646996949,0.631859207116791,0.944531197315867,1.21175054271252,0.676580890575193,0.856938714236142,0.504411033278609,0.692815829886928,0.515444935236138,0.726734598710002,0.921538866519428,0.791273981490464,0.454262362731043,0.76912757588173,0.580956503727856,0.552935041528332
TPR05,2.79478808621685,1.93669123639865,1.42257048422718,1.17112188592513,1.68004900476215,1.52383399837428,1.32250472304282,5.32086823860723,1.2849230540129,1.52730278288008,1.71126494939547,1.50038839368366,1.26445443111753,1.49001713869246,1.60747936393363,1.99302287329238,1.34757141260682,1.73614505685643,1.61483627301687,1.53748579777175,1.26884890435526,2.44463425938581,1.87347898346168,1.62511182165531,1.48190917882327,1.74314878867431,2.10211296580044,1.05312192579285,1.44399986906091,1.568009241587,1.92748565435977,1.73795242581065,2.06999952465442,1.70522933126485,4.04739795583637,1.68923479538777,1.12662051740543,2.92097244096403,1.54218913881668,5.26822280322583,1.82852152092421,1.2330687740405,1.82730111572003,1.83119302840673,2.12302540320671,1.61480781297369,1.36350829205962,3.05630784823583,1.28889166272435,1.09068716041401,1.89310253839696,1.5118145066594,1.71921912096696,1.45604169877009,1.9066072788231,1.30766955244287,2.17223442064861,1.45955679983473,1.8111131039109,1.79052001598879,1.4570128585285,2.58356363986583,2.69506930456186,3.37828986747464,1.95165785527676,3.13901458257214
TPR10,2.24616856347729,1.79009897082422,1.33428221821448,1.34990119738348,1.45321251959485,1.53097771062584,1.29626941804281,3.77920683760277,1.2832269600503,1.42603549577696,1.52073196403821,1.45801612988687,1.33311366272602,1.38997453064689,1.36818325451753,1.87512336037602,1.37507619368135,1.65995316421417,1.41047103978169,1.44063038120139,1.21388196149231,2.70145637326632,1.69024086110822,1.37231261406529,1.47497529958295,1.68286739316378,1.61207777473679,0.948501058145836,1.37809784204623,1.5908026689285,1.78076869097135,1.52190028028762,1.89871308212757,1.62824489658687,3.06803938888927,1.70903079494421,1.0625782993029,2.39769999875714,1.46158129300266,3.92300503248623,1.56619811351972,1.23988931794986,1.88782395012748,1.53958095441521,1.86113316081801,1.36442242946867,1.23234634971502,2.46521717851889,1.25524796811765,1.04103462768165,1.61468756640558,1.241255229205,1.64129073681699,1.20993768177861,1.89528983380097,1.18179070403163,1.75104655410073,1.63130664344004,1.38580359586682,1.42446291801977,1.26061493977042,2.24920184842854,2.27812445446458,2.51543579332448,1.91060703582733,2.95971503689507
TPR90,0.805300909922486,0.656534496466759,0.91035706005705,0.716900079353845,0.778787592771795,0.801642924571725,0.658779840670216,0.675393780833731,0.731167885317625,0.775591791509837,0.862511973228362,0.767878379792281,0.675373166170472,0.757016471026551,0.869061708064547,0.577000975293424,0.990035242780758,0.73316377507296,0.834466998354497,0.629104774807506,0.750070868032622,0.702403621207474,0.837992533405347,0.830511144500462,0.779051801484948,0.569803414756928,0.675473378699279,0.95868387266486,0.808365601442871,0.7555419827394,0.744852685568022,0.783434490508302,0.549637931917408,0.632446513623314,0.622760456124063,0.755805701239833,0.93801722122713,0.690236935237765,0.660982590620905,0.270467724077636,0.715852062821291,0.815605124174123,0.733890350801173,0.652284872109558,0.827035172998903,0.841398838231217,0.800041669548832,0.875441269487179,0.851409856506198,0.907806379968893,0.722813796884344,0.720178678133285,0.936716052799523,1.10923086931387,0.638651119481817,0.979295299597676,0.623229172307125,0.811259104890221,0.581449799660823,0.764412337280338,0.942965791405654,0.774858037453772,0.522436950507101,0.76262472781163,0.652992600249788,0.564953374947628
TPR95,0.749995447836954,0.636983556498405,0.832736161940325,0.672788785087115,0.651831990732473,0.805272679376245,0.628266806655772,0.678007213972366,0.682651800568265,0.698376742046497,0.835419051309932,0.757246466329191,0.629828673015511,0.748019544943461,0.890778772892042,0.480850457312787,0.885871057759309,0.829854654748133,0.803272608960236,0.524546223899497,0.78411343184309,0.733874279301128,0.72063204863312,0.820364993994608,0.671241789674239,0.523859066286613,0.617406013122,0.901167121457579,0.755412544820804,0.791814132804836,0.715221431953115,0.75720714927432,0.490277694655582,0.59370455537111,0.643158361077486,0.767860039367873,0.835533951344395,0.677004599797271,0.638023118908327,0.190365027326571,0.666686076458465,0.717378067059499,0.6739327759889,0.631658484585946,0.797670448207636,0.767071074222575,0.753321375884343,0.865943294316467,0.874781397464449,0.859068478357018,0.752541155794918,0.64800558556786,0.946494844150348,1.25135214742636,0.664396911026921,0.878833166487733,0.535111140066682,0.71541864125545,0.553573137686744,0.727267308245413,0.937785898801467,0.785605085992049,0.492924902486551,0.80689326817066,0.610253641210479,0.585819322094104
MU3R05,1.46967474170878,1.3849983026314,1.23234475480191,0.958527605216273,1.22755090913729,1.16544956825122,1.04345240113973,1.78869542950275,0.982313490294632,1.04772732839025,1.43661537454159,1.28595415922565,0.8939294624462,1.07472905292444,1.29570511713185,1.27006356663595,1.16711601216737,1.14721979472394,1.29484718019591,1.23037080319197,0.987678500246347,1.41405143836651,1.60726995098741,1.33339773352704,1.09707408974175,1.18149544256008,1.1372899277466,1.02218112183945,0.758863018367736,0.992855692647537,1.37616945510705,1.32609047884611,1.2440551673831,1.23026942339644,1.46696617136374,1.07156988407746,1.09685745793207,1.42126263120889,1.08966091920007,1.11251816753683,1.28644500038169,1.11912354921012,1.29223291591382,1.19937460525631,1.3762439145998,1.31868792720243,1.19268799013288,1.55827577994723,1.13219901294987,0.969387056121886,1.27862925480525,1.20214717241338,1.45747559041356,1.32583687180705,1.24903292720682,1.29443933951009,1.41081012391039,1.12291508499301,1.25178579848387,1.47216392306434,1.33216472027867,1.28280869112051,1.24610639559153,1.61574151516191,0.907905324551451,0.936724724871493
MU3R10,1.43154155223801,1.2992841937856,1.20602449953823,1.13812239445953,1.14027076528548,1.19299539709128,1.04030391504156,1.56827854642321,1.02475793410787,1.08362280324244,1.30865642102494,1.22316695068074,0.937517973246659,1.04038205982903,1.13904780037046,1.15787096970851,1.20144717827856,1.13481070351093,1.21264880507672,1.21790939190951,0.932665230444858,1.35048283807272,1.43078257620033,1.16411992967486,1.10505006361981,1.11842102196119,1.03364634175263,0.939176874484875,0.814271624899946,1.06299080185578,1.3045078157282,1.22557388097485,1.19363697405654,1.24723401129808,1.41294790257814,1.181043261262,1.04101918020695,1.3223652788329,1.06015523542442,1.1293536792566,1.14563544592347,1.12841698879265,1.33395023912504,1.14586415419607,1.29312736374052,1.17071653578118,1.11654320244491,1.46315187764701,1.13612473856394,0.946450661769762,1.20293020306423,1.0452051772699,1.47294903622758,1.12301046511144,1.31914737343284,1.1671659812379,1.2068787075534,1.32276965255616,1.05828348826245,1.24650702548338,1.15487821469781,1.22118352500083,1.22851319371849,1.39763715355863,1.01785591235278,1.03427591836448
MU3R90,1.37656059580914,1.06432831826478,1.01267496660905,1.03364029566022,1.06662997062068,1.03391318692545,0.988198030714694,1.57125559773329,1.03782058794231,1.12914468668773,1.06032368131159,0.97368714620217,1.07732267501662,1.08206951648645,1.08560490125826,1.10561158020635,1.21358270050572,1.24896154607367,1.03709842063833,0.79868438369874,1.10019715549358,1.82148932119123,0.957875918692516,0.974149574180493,1.06661101034837,1.03629764716622,1.12645730068817,0.983406521976351,1.31823364826408,1.37294584240937,1.14914139662975,1.01055336189938,0.965337451094054,0.988013539444264,1.5340006021987,1.22728038035307,0.93946254733556,1.44659803338687,1.0653500080287,1.28192768195564,1.10285156959798,0.987984803381315,1.17916374988539,1.00443497587437,1.3533119461658,0.988435026342538,0.925387686094352,1.49439064057419,0.994100252611559,1.03419886540405,1.06577319362182,1.01484398043509,1.09740855367388,1.20859960128381,1.06370552652371,0.956341334817177,1.13743256454895,1.22033262187609,0.907363027191323,0.895238619321885,1.04975363850548,1.50640082530969,1.2772488476281,1.38939854223648,1.3044395731648,1.31423107493714
MU3R95,1.48182263560878,1.1089758284808,0.941533263536031,1.01715001018788,0.940766421597549,1.09730584413974,0.995764669436419,1.8378235447692,1.01657151893248,1.12808703367629,1.05106962399731,0.980447834801217,1.13284717818387,1.17728128551446,1.15244288899046,1.10747606482895,1.10057130384856,1.49804695355539,1.04827014364485,0.684454685766562,1.19418650877834,2.42175543475262,0.852259127408819,1.03195301759491,0.987742447826716,1.04741208506613,1.20733644940751,0.945631815730184,1.540690322552,1.61926336213855,1.19444416970677,1.06732847210431,0.962972818928851,1.01563322484147,1.75122636335235,1.42435971623109,0.821552591011212,1.57338893532045,1.09196704688615,1.35829923836808,1.18138946916549,0.964381631700588,1.24616717134661,1.00142662344967,1.45064435168862,0.971228331912213,0.899324636835561,1.66986503787571,1.03150927987249,1.00158809073544,1.2610596756405,0.9354555039869,1.15479088193062,1.35711390021158,1.1854407484382,0.839669000086908,1.11253516934868,1.21549311305659,0.951633775825152,0.892046985279634,1.04344520525644,1.73518523686453,1.40078382705408,1.57582751416643,1.36465511331217,1.44585305446265
MMAD,79.9161570628042,54.0913378539886,43.3036720576566,54.5940047997578,40.6688726169544,45.4077304528388,54.5261021765564,66.6216219169688,48.63851761917,53.8478615491428,43.3575477743597,48.5943201949351,42.7842895197186,52.3031187331666,43.1355061890889,42.0214994023068,45.6578330774337,50.6514256484031,40.3137615514965,49.1538568643801,46.8432746890408,66.4108228646238,57.8846873161098,41.7079622732176,41.3985982222767,44.3915731137033,40.9607838542378,42.0803982508147,75.4484995486588,59.700022055454,51.0606784299051,38.9065467738885,42.2053692652623,57.3941281006802,71.7088568682751,46.0945481385617,43.8651261641503,76.7306146016535,42.5719411767398,64.7024752904801,51.8822744268712,47.4782109118885,45.976972899521,42.5087583385117,62.9409177292116,40.7914808012552,51.4596050019599,70.7344550729898,48.5898196039288,44.2845092896177,49.7489270489625,44.5421090075566,54.7256037368001,41.3885713982803,40.8797923441384,43.3106631046856,50.0082637896162,44.9856928186002,41.4595627670955,41.0359545582885,48.8168029918778,84.9072651437525,69.1882460429722,69.5713291994546,75.1488005503049,68.1845118606936
